iter	RMSE
751	2.163351077
752	2.163086541
753	2.162642377
754	2.162288449
755	2.161771144
756	2.161314182
757	2.160986838
758	2.160211552
759	2.159881464
760	2.159332009
761	2.158849997
762	2.15853421
763	2.158120802
764	2.157549234
765	2.156876693
766	2.156404832
767	2.156232473
768	2.155483615
769	2.155025042
770	2.154488085
771	2.154028394
772	2.153802567
773	2.153094665
774	2.15292446
775	2.152496801
776	2.15203679
777	2.151636358
778	2.151517211
779	2.151409329
780	2.150908412
781	2.150471419
782	2.149837844
783	2.149368053
784	2.149028315
785	2.14863525
786	2.148234509
787	2.147779155
788	2.147307461
789	2.146683993
790	2.14606287
791	2.145604083
792	2.145026657
793	2.144520345
794	2.143946615
795	2.143591947
796	2.143279664
797	2.142907669
798	2.142772297
799	2.142644659
800	2.142344609
801	2.141789553
802	2.141478865
803	2.141225843
804	2.140812199
805	2.140349416
806	2.14009917
807	2.13964184
808	2.139403703
809	2.139271352
810	2.138752134
811	2.138465906
812	2.138112375
813	2.137566703
814	2.137152809
815	2.136627359
816	2.136013575
817	2.135523648
818	2.13528975
819	2.135000112
820	2.134551445
821	2.13395248
822	2.13367477
823	2.132957426
824	2.132599673
825	2.132422338
826	2.131835215
827	2.131489666
828	2.130874525
829	2.130458579
830	2.130070961
831	2.129703349
832	2.129383112
833	2.129076681
834	2.128530167
835	2.127874815
836	2.127240598
837	2.12677369
838	2.126652502
839	2.125929954
840	2.125512105
841	2.124968354
842	2.124644285
843	2.124384807
844	2.123922014
845	2.123655365
846	2.123153211
847	2.122762172
848	2.12239082
849	2.122122618
850	2.121701123
851	2.121304726
852	2.120942565
853	2.120662813
854	2.120240103
855	2.119819935
856	2.119655454
857	2.118999696
858	2.118556612
859	2.118007126
860	2.117866583
861	2.117491197
862	2.117257553
863	2.117025613
864	2.116685528
865	2.116577014
866	2.116155479
867	2.116020392
868	2.115358871
869	2.115165329
870	2.11465581
871	2.114347174
872	2.113810353
873	2.113635548
874	2.11345574
875	2.113217293
876	2.112610026
877	2.112302651
878	2.111671215
879	2.111247038
880	2.110648076
881	2.110326618
882	2.109865184
883	2.109486155
884	2.109154802
885	2.108760835
886	2.108323201
887	2.107796075
888	2.107357549
889	2.106646504
890	2.106359382
891	2.105927579
892	2.105680062
893	2.105423457
894	2.104744806
895	2.104483376
896	2.104108631
897	2.10387393
898	2.103475604
899	2.103107627
900	2.10262978
901	2.102551617
902	2.102060502
903	2.101468096
904	2.100825716
905	2.100506308
906	2.100090455
907	2.099647395
908	2.099089053
909	2.098780079
910	2.098449991
911	2.098040793
912	2.097666969
913	2.097462756
914	2.097136642
915	2.096757858
916	2.09647172
917	2.0958047
918	2.095298117
919	2.094980254
920	2.094455227
921	2.094391012
922	2.093958386
923	2.09376118
924	2.093482334
925	2.093029637
926	2.092689348
927	2.092219486
928	2.091652991
929	2.091424064
930	2.090975201
931	2.090691203
932	2.090272865
933	2.08973946
934	2.089315765
935	2.088932997
936	2.088827066
937	2.088371282
938	2.08807461
939	2.087568157
940	2.086969927
941	2.08670518
942	2.086405574
943	2.086080106
944	2.085891526
945	2.085672558
946	2.08519205
947	2.08494394
948	2.08445121
949	2.0839224
950	2.083403002
951	2.082897141
952	2.082303285
953	2.081915361
954	2.081509732
955	2.081192509
956	2.08081227
957	2.080227387
958	2.079816345
959	2.079283312
960	2.078709543
961	2.078331497
962	2.078040597
963	2.077425271
964	2.077021763
965	2.076426566
